label,message
1,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukreward tscs apply
0,nah im a perpetual dd
0,no callsmessagesmissed calls
0,thts gods gift for birds as humans hav some natural gift frm god
0,i sent them do you like
0,i am in officewhats the mattermsg me nowi will call you at break
1,congratulations thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call 08718726971 now only 10p per minute btnationalrate
0,wow so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later
0,log off 4 wat its sdryb8i
0,yup leaving right now be back soon
0,did you catch the bus are you frying an egg did you make a tea are you eating your moms left over dinner do you feel my love
0,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
0,whats happening with you have you gotten a job and have you begun registration for permanent residency
0,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want
0,hope you are having a great new semester do wish you the very best you are made for greatness
0,yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary
0,yeah why not is the gang all ready
0,if you can make it any time tonight or whenever you can its cool just text me whenever youre around
1,gr8 new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone 4 details text horny to 89070 to cancel send stop to 89070
0,it means u could not keep ur words
0,so hows scotland hope you are not over showing your jjc tendencies take care live the dream
0,im done
0,i said its okay sorry
0,2mro i am not coming to gym machan goodnight
0,huh y lei
0,i absolutely love south park i only recently started watching the office
0,kkwhen are you going
0,which is weird because i know i had it at one point
0,yup ok thanx
0,yeah theres barely enough room for the two of us x has too many fucking shoes sorry man see you later
0,dun wan to watch infernal affair
0,k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra ill tell you when they know for sure
0,wat uniform in where get
0,happy new year to u and ur familymay this new year bring happiness stability and tranquility to ur vibrant colourful life
0,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt
0,havent left yet so probably gonna be here til dinner
0,no nothis is kallis home groundamla home town is durban
0,ya when are taking ure practical lessons i start in june
0,im at arestaurant eating squid i will be out about 1030 wanna dosomething or is that to late
1,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk
0,but im really really broke oh no amount is too small even ltgt
0,then you are eldest know
1,what do u want for xmas how about 100 free text messages a new video phone with half price line rental call free now on 0800 0721072 to find out more
0,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out
0,dearme at cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell me which day u r comingtmorow i am engaged ans its holiday
0,sounds great im going to sleep now have a good night
0,its fine imma get a drink or somethin want me to come find you
0,ok c u then
0,k dahow many page you want
1,you have won a guaranteed 200 award or even 1000 cashto claim ur award call free on 08000407165 18 2 stop getstop on 88222 php
0,i tot u reach liao he said tshirt
0,yeah dont go to bed ill be back before midnight
0,if i said anything wrong sorry de
0,have good weekend
0,o shore are you takin the bus
0,i thought we were doing a king of the hill thing there
0,love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical
1,twinks bears scallies skins and jocks are calling now dont miss the weekends fun call 08712466669 at 10pmin 2 stop texts call 08712460324nat rate
0,baaaaabe i misss youuuuu where are you i have to go and teach my class at 5
0,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day
0,i cant pick the phone right now pls send a message
0,c movie is juz last minute decision mah juz watch 2 lar but i tot not interested
0,i just cooked a rather nice salmon a la you
1,private your 2004 account statement for 0784987 shows 786 unredeemed bonus points to claim call 08719180219 identifier code 45239 expires 060505
0,i not at home now lei
0,great i was getting worried about you just know that a wonderful and caring person like you will have only the best in life know that u r wonderful and gods love is yours
0,hiya had a good day have you spoken to since the weekend
0,im at work please call
1,09066362231 urgent your mobile no 07xxxxxxxxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap
0,well im gonna finish my bath now have a goodfine night
0,how dare you change my ring
0,im outside islands head towards hard rock and youll run into me
0,kkhow is your sister kids
0,in sch but neva mind u eat 1st lor
0,still attending da talks
0,how do you guys go to see movies on your side
0,i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed
0,i am great how are you
0,i am taking you for italian food how about a pretty dress with no panties
0,dont you have message offer
0,my new years eve was ok i went to a party with my boyfriend who is this si then hey
0,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it
0,why i come in between you people
0,at what time are you coming
0,come by our room at some point so we can iron out the plan for this weekend
0,nationwide auto centre or something like that on newport road i liked them there
0,cool what time you think you can get here
1,urgent this is our 2nd attempt to contact u your 900 prize from yesterday is still awaiting collection to claim call now 09061702893 acl03530150pm
0,fyi im at usf now swing by the room whenever
0,i am lateso call you tomorrow morningtake care sweet dreamsu and meummifyingbye
